,Round Name,Panel,Rankings
0,Round 1,"Hamza Farookhiⓒ , Salik Niazi , Syed Aamir","['1 Gen A (O)', '0 Haque A (P)']"
1,Round 1,"Saad Farooqiⓒ , Ozair Zafarⓣ","['1 JSMU A (O)', '0 Gen B (P)']"
2,Round 1,"Yelmaz Mujtabaⓒ , Hasan Shahabⓣ","['1 KGS A (O)', '0 Rick and Morty (P)']"
3,Round 1,Mahad Akbarⓒ,"['1 KGS B (O)', '0 Nixor A (P)']"
4,Round 1,"Imaad Rashidⓒ , Imad Aleem 💢 , Myra Hussain , Mustafa Khursheedⓣ","['1 St Pats A (P)', '0 Sceptre A (O)']"
5,Round 2,Zuhayr Muneebⓒ,"['1 Gen A (P)', '0 Sceptre A (O)']"
6,Round 2,Mahad Akbarⓒ,"['1 Nixor A (O)', '0 Gen B (P)']"
7,Round 2,Shah Anas Ahmedⓒ,"['1 Haque A (O)', '0 Rick and Morty (P)']"
8,Round 2,"Humza Jamiⓒ , Hamza Sayyedⓣ","['1 KGS B (O)', '0 JSMU A (P)']"
9,Round 2,Imaad Rashidⓒ,"['1 KGS A (P)', '0 St Pats A (O)']"
10,Round 3,Shah Anas Ahmedⓒ,"['1 Nixor A (P)', '0 Gen A (O)']"
11,Round 3,Salik Niaziⓒ,"['1 Gen B (O)', '0 Swings (P)']"
12,Round 3,Imad Aleemⓒ,"['1 St Pats A (P)', '0 Haque A (O)']"
13,Round 3,Imaad Rashidⓒ,"['1 JSMU A (O)', '0 Sceptre A (P)']"
14,Round 3,"Asad Khanⓒ , Hamza Farookhi 💢 , Saad Farooqi","['1 KGS B (P)', '0 KGS A (O)']"
15,Round 4,"Imaad Rashidⓒ , Ozair Zafar , Saad Farooqi","['1 Gen A (O)', '0 JSMU A (P)']"
16,Round 4,"Shah Anas Ahmedⓒ , Imad Aleem 💢 , Rayyan Farooq","['1 Gen B (O)', '0 Haque A (P)']"
17,Round 4,Mahad Akbarⓒ,"['1 KGS A (P)', '0 KGS B (O)']"
18,Round 4,"Asad Khanⓒ , Myra Hussain , Salik Niazi","['1 Nixor A (O)', '0 St Pats A (P)']"
19,Round 4,Zuhayr Muneebⓒ,"['1 Sceptre A (P)', '0 Swings (O)']"
20,Semifinals,"Shah Anas Ahmedⓒ , Hamza Farookhi , Zuhayr Muneeb 💢","['1 Gen A (P)', '0 KGS A (O)']"
21,Semifinals,"Asad Khanⓒ , Mahad Akbar , Saad Farooqi 💢","['1 Nixor A (O)', '0 KGS B (P)']"
22,Grand Final,"Shah Anas Ahmedⓒ , Hamza Farookhi , Saad Farooqi , Salik Niazi 💢 , Zuhayr Muneeb","['1 Gen A (O)', '0 Nixor A (P)']"
