,Name,Team,Categories,Speaker Scores
0,Tin Puljić,Zagreb A,ESL,"['83', '85', '85', '84', '82', '85', '83', '83', '86']"
1,Lovro  Šprem,Zagreb A,ESL,"['82', '83', '84', '83', '83', '86', '82', '83', '85']"
2,Ignacio Villareal,Ateneo de Manila 1,,"['84', '81', '82', '82', '82', '86', '82', '85', '84']"
3,Mikko Vitug,Ateneo de Manila 1,,"['84', '80', '81', '81', '81', '86', '82', '85', '84']"
4,Jason Woods,Edinburgh A,,"['83', '80', '80', '83', '84', '80', '83', '84', '84']"
5,Hamza Tariq Chaudhry,LSE B,,"['81', '82', '85', '83', '78', '83', '84', '83', '82']"
6,David  Africa,Ateneo de Manila 2,,"['86', '81', '80', '79', '81', '85', '82', '81', '85']"
7,Luigi Alcañeses,Ateneo de Manila 2,,"['86', '80', '81', '79', '80', '84', '81', '80', '85']"
8,Chris  Pang,Hart House A,,"['80', '81', '83', '84', '83', '82', '81', '81', '81']"
9,Cerys Walsh,Edinburgh A,,"['82', '79', '80', '83', '84', '79', '81', '84', '83']"
10,Naomi  Panovka,McGill A,,"['80', '82', '82', '82', '81', '82', '84', '80', '82']"
11,Xiao-ke Lu,Princeton C,,"['80', '82', '86', '81', '79', '81', '79', '81', '85']"
12,Sher May Nar,NUS A,,"['78', '83', '80', '80', '81', '83', '84', '82', '83']"
13,Matthew  Farrell,McGill A,,"['79', '82', '82', '83', '82', '81', '84', '78', '82']"
14,Paloma O'Connor,Harvard A,,"['80', '81', '81', '80', '80', '79', '85', '82', '83']"
15,Deepan Kumar (Ploopy),Taylor’s 1,ESL,"['81', '81', '80', '83', '80', '80', '82', '79', '85']"
16,Seamus Dove,Sydney A,,"['80', '77', '82', '84', '86', '82', '77', '82', '80']"
17,Dominic  Guinane,ANU 1,,"['82', '78', '80', '75', '83', '82', '82', '85', '83']"
18,Ana Vilhelmina Verdnik,LSE A,,"['80', '80', '80', '80', '82', '84', '80', '83', '81']"
19,Jane Mentzinger,Princeton B,,"['80', '81', '77', '85', '81', '78', '79', '84', '85']"
20,Gautier Boyrie,Hart House A,,"['79', '80', '82', '83', '82', '82', '81', '80', '80']"
21,Har Naveenjeet Singh,Taylor’s 1,ESL,"['80', '82', '79', '82', '80', '82', '82', '79', '83']"
22,Rumen Marinov,Sofia A,"ESL, EFL","['79', '81', '83', '79', '81', '79', '81', '85', '81']"
23,Taha Iqbal,LSE B,,"['80', '79', '84', '81', '77', '81', '83', '82', '82']"
24,Greg Weaving,Princeton C,,"['81', '81', '84', '81', '80', '81', '77', '80', '84']"
25,Amrit  Agastia,ANU 1,,"['81', '78', '81', '76', '83', '82', '81', '85', '82']"
